Date,"М1, t","М2, t","ΔМ, t","Т1, °C","Т2, °C","ΔТ, °C","Q, Gcal",USPD,YYYYMM,registrated,scheme,type,area,floors,walls material,year of construction,area of building,"temp,˚C"
2013/12/1,93.95,84.17,9.78,65.86,43.56,22.3,2.1,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-0.157916667
2013/12/2,91.28,81.69,9.59,65.18,42.87,22.31,2.04,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-1.259166667
2013/12/3,91.76,84.87,6.9,65.7,43.17,22.53,2.07,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.739166667
2013/12/4,88.79,79.92,8.87,65.26,42.23,23.03,2.05,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-1.21625
2013/12/5,89.37,81.5,7.87,65.47,42.22,23.25,2.08,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-0.53375
2013/12/6,88.51,79.92,8.59,66.41,42.64,23.77,2.11,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.465833333
2013/12/7,87.38,79.92,7.45,67.77,42.74,25.03,2.19,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-3.960833333
2013/12/8,89.95,83.21,6.74,70.59,44.28,26.3,2.37,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.01125
2013/12/9,88.95,80.16,8.78,70.75,44.16,26.59,2.37,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-7.282916667
2013/12/10,86.67,79.12,7.55,69.85,43.39,26.47,2.3,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-10.36541667
2013/12/11,84.39,76.94,7.45,69.67,42.68,26.99,2.28,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.17375
2013/12/12,89.11,82.61,6.5,71.76,44.46,27.3,2.44,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-6.409583333
2013/12/13,88.35,81.49,6.86,71.61,44.5,27.11,2.4,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-7.418333333
2013/12/14,88.44,80.41,8.04,69.13,43.14,26,2.31,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.144166667
2013/12/15,90.3,81.74,8.55,69.4,43.49,25.91,2.35,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-1.846666667
2013/12/16,91.49,82.58,8.91,70.38,44.21,26.17,2.4,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.354166667
2013/12/17,92.3,84.71,7.58,70.27,44.96,25.31,2.34,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.295833333
2013/12/18,87.92,80.29,7.63,69.86,44.08,25.78,2.27,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-10.49166667
2013/12/19,85.81,78.18,7.63,72.92,44.3,28.62,2.46,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-12.5225
2013/12/20,86.6,79.22,7.38,76.38,45.53,30.86,2.68,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.070833333
2013/12/21,89.91,83.22,6.69,74.2,45.47,28.73,2.59,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-3.051666667
2013/12/22,92.9,85.06,7.83,72.82,45.65,27.17,2.53,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-15.59958333
2013/12/23,87.86,78.64,9.22,73.37,44.7,28.67,2.53,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-22.95083333
2013/12/24,87.26,79.61,7.65,79.04,45.31,33.73,2.95,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-21.16958333
2013/12/25,90.12,83.44,6.67,86.11,48.53,37.58,3.39,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-17.16958333
2013/12/26,91.77,84.57,7.2,88.24,50.2,38.03,3.5,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-7.747083333
2013/12/27,93.98,87.73,6.25,84.73,50.17,34.56,3.26,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-2.965833333
2013/12/28,95.37,88.63,6.74,76.25,47.64,28.61,2.74,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.83125
2013/12/29,92.64,85.4,7.25,73,46.01,26.99,2.51,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-6.137083333
2013/12/30,91.31,82.79,8.52,71.95,45.13,26.82,2.46,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.6675
2013/12/31,91.75,83.03,8.71,73.71,45.96,27.75,2.55,1,201312,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.92875
2014/1/1,89.55,77.58,11.96,73.21,45.21,27.99,2.52,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-6.892083333
2014/1/2,89.19,83.16,6.03,73.26,45.4,27.86,2.49,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-8.760416667
2014/1/3,89.13,82.84,6.3,74.54,45.89,28.65,2.56,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.800416667
2014/1/4,89.72,84.1,5.63,77.27,46.94,30.33,2.73,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-25.15125
2014/1/5,86.37,79.43,6.94,85.11,48.72,36.39,3.15,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-30.75625
2014/1/6,90.66,84.77,5.89,94.7,52.27,42.42,3.85,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-25.75875
2014/1/7,96.53,90.51,6.01,96.84,54.65,42.19,4.08,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-18.85625
2014/1/8,97.52,93.31,4.21,95.4,55.15,40.26,3.94,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-15.77208333
2014/1/9,95.69,89.22,6.46,91.96,53.69,38.27,3.67,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-15.2625
2014/1/10,92.87,87.29,5.59,88.06,52.12,35.94,3.35,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-11.31875
2014/1/11,90.76,84.74,6.02,84.47,50.24,34.23,3.12,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-6.413333333
2014/1/12,92.8,84.93,7.87,83.51,50.24,33.26,3.09,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-7.71375
2014/1/13,92.42,85.11,7.31,83.87,50.94,32.92,3.05,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-8.247083333
2014/1/14,92.92,87.92,5,83.49,51.1,32.39,3.02,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-10.93291667
2014/1/15,92.79,86.63,6.17,83.79,51.12,32.66,3.04,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.975
2014/1/16,92.82,87.31,5.51,83.59,51.05,32.53,3.03,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.869166667
2014/1/17,92.24,85.51,6.73,81.98,50.45,31.52,2.92,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.18
2014/1/18,91.12,84.55,6.57,76.53,48.01,28.51,2.61,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.655
2014/1/19,87.83,79.93,7.9,75.29,46.43,28.86,2.54,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-7.44
2014/1/20,87.63,78.71,8.92,74.03,45.4,28.63,2.52,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.64625
2014/1/21,90.37,83.19,7.19,74.69,46.4,28.29,2.56,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-7.8225
2014/1/22,89.8,82.59,7.2,77.02,47.49,29.53,2.66,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-18.9025
2014/1/23,88.12,80.39,7.73,84.84,49.33,35.51,3.13,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-20.67125
2014/1/24,88.18,81.8,6.39,88.07,50.59,37.47,3.31,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-16.16791667
2014/1/25,89.69,83.48,6.22,87.21,50.52,36.7,3.3,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-19.555
2014/1/26,88.88,82.3,6.58,87.52,50.51,37.01,3.3,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-30.38625
2014/1/27,87.81,80.43,7.38,93.34,51.43,41.91,3.69,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-25.04625
2014/1/28,91.56,86.69,4.86,97.57,54.52,43.04,3.95,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-24.77333333
2014/1/29,94.26,88.72,5.54,96.56,55,41.56,3.93,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-26.31958333
2014/1/30,93.94,88.65,5.29,96.68,54.92,41.76,3.93,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-30.46833333
2014/1/31,93.27,88.21,5.06,96.68,54.58,42.09,3.94,1,201401,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-30.41916667
2014/2/1,91.9,87.29,4.61,97.94,54.64,43.29,3.99,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-30.47458333
2014/2/2,91.85,85.11,6.74,99.16,54.54,44.62,4.11,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-32.28
2014/2/3,93.13,87.27,5.86,99.39,54.85,44.54,4.16,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-28.9175
2014/2/5,47.44,43.44,3.99,98.89,55.34,43.56,2.07,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-23.60291667
2014/2/6,97.53,92.69,4.84,98.74,56.4,42.35,4.14,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-20.03625
2014/2/7,98.18,92.79,5.39,96.92,56.32,40.6,4,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-18.34166667
2014/2/8,97.67,92.82,4.85,95.04,56.14,38.9,3.81,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-16.06208333
2014/2/9,97.3,91.25,6.05,92.76,55.2,37.56,3.67,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-15.34375
2014/2/10,96.13,90.58,5.56,91.08,54.56,36.52,3.52,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-17.09833333
2014/2/11,95.9,90.72,5.19,90.17,54.27,35.9,3.45,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-18.7625
2014/2/12,92.58,86.54,6.03,90.43,53.66,36.77,3.42,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-19.58375
2014/2/13,92.38,87.4,4.99,90.44,53.51,36.94,3.42,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-20.59416667
2014/2/14,106.82,101.93,4.89,90.45,56.5,33.96,3.64,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-19.04958333
2014/2/15,115.46,111.12,4.35,90.42,57.76,32.66,3.78,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-19.67583333
2014/2/16,113.55,108.19,5.36,90.73,57.41,33.32,3.79,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-16.88416667
2014/2/17,113.81,108.1,5.7,90.61,57.57,33.04,3.77,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-15.12458333
2014/2/18,111.42,106.26,5.15,89.21,56.84,32.37,3.62,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.200833333
2014/2/19,112.93,108.09,4.84,85.98,55.86,30.12,3.41,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-18.83416667
2014/2/20,106.09,100.67,5.42,83.79,53.48,30.31,3.22,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.13375
2014/2/21,112.76,107.56,5.21,83.71,54.75,28.96,3.27,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-2.689583333
2014/2/22,115.01,109.65,5.36,80.46,53.91,26.54,3.06,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-7.040416667
2014/2/23,111.06,104.6,6.46,80.68,53.51,27.17,3.03,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-22.54416667
2014/2/24,103.08,96.13,6.96,82.3,51.82,30.48,3.15,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-24.09083333
2014/2/25,104.26,99.38,4.88,88.88,54.3,34.58,3.61,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-18.15166667
2014/2/26,106.73,100.59,6.14,89.62,55.19,34.44,3.69,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-15.8425
2014/2/27,104.19,98.91,5.27,84.29,52.78,31.51,3.29,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-12.80083333
2014/2/28,104.99,100.05,4.94,82.8,52.43,30.38,3.2,1,201402,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-10.65041667
2014/3/1,104.9,98.96,5.94,81.44,51.98,29.46,3.1,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.289166667
2014/3/2,103.98,96.71,7.28,77.95,50.34,27.61,2.88,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-12.71083333
2014/3/3,102.54,95.43,7.11,77.82,49.89,27.94,2.87,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-10.33791667
2014/3/4,104.64,97.57,7.07,77.96,50.33,27.63,2.9,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-8.412083333
2014/3/5,106.31,100.43,5.88,78.28,51.09,27.19,2.9,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-8.154583333
2014/3/6,105.68,98.75,6.93,77.71,50.76,26.96,2.86,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.357916667
2014/3/7,102.51,96.21,6.3,74.75,48.94,25.81,2.66,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.4925
2014/3/8,104.86,97.32,7.55,74.45,49.03,25.41,2.67,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-8.045
2014/3/9,103.6,95.14,8.46,74.07,48.6,25.47,2.65,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-8.69625
2014/3/10,101.83,93.61,8.22,73.3,47.84,25.46,2.6,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-9.5225
2014/3/11,99.82,91.69,8.12,71.89,46.53,25.36,2.54,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-6.20125
2014/3/12,101.7,94.62,7.07,71.34,46.54,24.8,2.53,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-2.3
2014/3/13,104.72,98.29,6.42,72.3,47.96,24.34,2.56,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-0.7525
2014/3/14,106.98,99.71,7.27,70.33,47.6,22.73,2.44,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.778333333
2014/3/15,111.07,104.33,6.74,70.11,48.24,21.87,2.44,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.719166667
2014/3/16,107.75,100.48,7.27,69.67,47.73,21.93,2.37,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.320833333
2014/3/17,106.55,98.74,7.81,69.49,47.45,22.04,2.36,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,3.075416667
2014/3/18,99.4,92.65,6.75,69.15,46.66,22.48,2.24,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,2.081666667
2014/3/19,92.33,85.58,6.75,68.54,45.4,23.14,2.14,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,3.977916667
2014/3/20,90.83,82.26,8.57,67.09,44.69,22.4,2.04,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,4.965
2014/3/21,89.39,81.99,7.4,63.31,42.87,20.44,1.83,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,1.684583333
2014/3/22,88.64,81.57,7.07,63.13,42.11,21.01,1.87,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,2.719583333
2014/3/23,92.61,85.4,7.21,66.7,44.36,22.35,2.07,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,2.859583333
2014/3/24,93.26,86.55,6.7,67.52,45.04,22.48,2.1,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.63375
2014/3/25,91.52,84.89,6.63,66.98,44.6,22.38,2.05,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,1.3025
2014/3/26,90.98,82.59,8.39,66.92,44.23,22.69,2.07,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.6725
2014/3/27,91.1,85.5,5.6,67.12,44.66,22.46,2.05,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,1.666666667
2014/3/28,91.24,84.6,6.64,66.85,44.4,22.45,2.05,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-0.456666667
2014/3/29,89.47,81.7,7.77,66.06,43.55,22.51,2.02,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-0.2225
2014/3/30,87.47,79.33,8.14,64.63,42.45,22.18,1.95,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,3.8275
2014/3/31,89.44,80.86,8.59,65.62,43.29,22.33,2,1,201403,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,4.129583333
2014/4/1,89.68,81.74,7.94,65.49,43.56,21.93,1.98,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,10.47541667
2014/4/2,90.01,82.75,7.26,64.87,43.6,21.27,1.92,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,10.19541667
2014/4/3,90.25,81.88,8.36,65.06,43.98,21.08,1.91,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,9.205
2014/4/4,89.75,82.46,7.29,64.43,43.75,20.68,1.86,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,5.08625
2014/4/5,90.17,82.68,7.49,64.47,43.71,20.76,1.88,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,3.61125
2014/4/6,89.97,81.51,8.46,64.45,43.57,20.88,1.89,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,3.18375
2014/4/7,87.72,78.2,9.52,63.63,42.72,20.91,1.84,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,6.056666667
2014/4/8,88.41,81.32,7.09,62.98,42.69,20.29,1.8,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,3.46
2014/4/9,87.39,80.19,7.2,62.66,42.29,20.38,1.79,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,7.482916667
2014/4/10,87.3,79.7,7.6,61.92,41.85,20.08,1.76,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,9.439166667
2014/4/11,89.83,81.73,8.1,64.12,43.2,20.92,1.88,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.350833333
2014/4/12,86.91,79.11,7.79,64.53,42.97,21.56,1.88,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.342916667
2014/4/13,83.53,73.73,9.8,63.45,41.17,22.27,1.87,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-2.220416667
2014/4/14,84.93,75.44,9.49,63.49,41.17,22.32,1.9,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,2.136666667
2014/4/15,88.06,79.72,8.34,64.71,42.43,22.27,1.96,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,4.602083333
2014/4/16,90.48,83.7,6.78,65.87,43.72,22.15,2.01,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,7.577083333
2014/4/17,91.55,84.9,6.65,66.75,44.69,22.05,2.02,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,9.785833333
2014/4/18,92.67,84.85,7.83,65.9,44.81,21.09,1.96,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,9.535833333
2014/4/19,94.31,86.79,7.52,66.2,45.46,20.74,1.96,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,10.77916667
2014/4/20,93.08,84.71,8.37,66.22,45.44,20.78,1.94,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,7.150833333
2014/4/21,94.07,85.94,8.13,65.69,45.57,20.12,1.9,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,7.225416667
2014/4/22,95,88.75,6.25,64.94,45.36,19.58,1.87,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-1.15125
2014/4/23,89.18,80.96,8.22,63.15,42.96,20.19,1.82,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.585416667
2014/4/24,89.25,80.46,8.79,62.84,41.93,20.91,1.87,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,8.214583333
2014/4/25,96.09,89.52,6.57,66.23,44.86,21.37,2.06,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,13.4
2014/4/26,98.86,92.56,6.3,67.21,46.48,20.73,2.05,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,11.50791667
2014/4/27,99.3,91.1,8.19,67.38,46.95,20.43,2.04,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,5.165833333
2014/4/28,94.72,84.39,10.32,64.34,44.49,19.85,1.89,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-0.494583333
2014/4/29,93.43,85.44,7.99,66.16,45.03,21.14,1.98,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,1.530416667
2014/4/30,95.59,87.81,7.77,65.16,44.48,20.68,1.98,1,201404,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,4
2014/5/1,96.02,88.58,7.44,65.21,44.49,20.72,1.99,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,8.749166667
2014/5/2,97.19,89.15,8.04,65.95,45.43,20.52,2,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,15.41208333
2014/5/3,98.22,89.99,8.23,66.55,46.38,20.17,1.98,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,19.00708333
2014/5/4,98.52,90.98,7.54,66.71,47.34,19.37,1.91,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,20.01083333
2014/5/5,99.45,90.8,8.65,67.08,48.28,18.81,1.87,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,13.55416667
2014/5/6,98.1,90.8,7.31,65.05,47.68,17.37,1.71,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,5.535833333
2014/5/7,94.66,86.62,8.04,63.57,45.04,18.53,1.76,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,8.514583333
2014/5/8,93.45,85.02,8.44,62.89,44.5,18.38,1.72,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,10.62625
2014/5/9,100.39,92.73,7.67,65.27,46.37,18.91,1.9,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,10.4275
2014/5/11,103.37,96.13,7.23,65.29,46.6,18.69,1.94,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,3.313333333
2014/5/12,102.29,93.04,9.25,65.09,46.1,18.99,1.95,1,201405,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,8.991666667
2014/9/22,59.81,50.26,9.55,54.16,47.48,6.67,0.41,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,5.415
2014/9/23,74,67.19,6.8,59.98,53.3,6.68,0.5,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,9.554166667
2014/9/24,90.46,84.64,5.83,63.02,56.97,6.05,0.55,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,11.66958333
2014/9/25,90.13,83.98,6.15,61.92,56.17,5.75,0.52,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,4.840427706
2014/9/26,40.17,38.16,2.01,61.62,56.21,5.41,0.22,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,1.428586838
2014/9/27,41.52,37.5,4.02,63.41,40.29,23.12,0.96,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,1.99707998
2014/9/28,76.61,69.83,6.78,61.63,39.23,22.4,1.72,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,2.491207394
2014/9/29,75.82,67.43,8.39,60.63,38.56,22.07,1.68,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,4.29381987
2014/9/30,79.74,72.51,7.23,63.1,40.27,22.83,1.82,1,201409,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,5.256899436
2014/10/12,90.2,83.32,6.88,63.32,41.88,21.44,1.94,1,201410,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,0.965096135
2014/10/13,90.75,83.03,7.72,62.97,42.1,20.88,1.9,1,201410,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-1.454844948
2014/10/14,90.8,82.58,8.22,62.96,41.85,21.1,1.92,1,201410,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-1.22860904
2014/10/15,96.81,87.98,8.83,66.93,44.1,22.83,2.21,1,201410,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-0.139898336
2014/10/16,103.17,92.85,10.32,69.49,46.4,23.1,2.39,1,201410,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-1.988881171
2014/10/17,104.76,96.03,8.73,68.64,46.33,22.31,2.34,1,201410,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.430338323
2015/3/3,118.66,115.96,2.7,73,51.86,21.14,2.52,1,201503,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-4.579697044
2015/3/4,121.44,115.25,6.19,73.26,52.06,21.21,2.58,1,201503,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.442058335
2015/3/5,118.17,115.95,2.22,73.54,52.13,21.41,2.54,1,201503,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-5.315187346
2015/3/6,120.08,115.05,5.03,73.75,52.25,21.49,2.59,1,201503,Heating + Hot water,opened,1105,2707.4,5,panel,1983,4401,-13.75616244
